id,Titel,Body,Kategorie,Datum,Quelle
96,Die zehn schönsten Kinderbücher aus Österreich,"Die Tagespresse präsentiert Ihnen die zehn schönsten Kinderbücher aus Österreich, die uns alle geprägt und berührt haben.
Alice im Erdbeerland

Ein kleines rumänisches Mädchen muss im Marchfeld als Saisonarbeiterin aushelfen. Bei 39 Grad dampfen die Pestizide vor sich hin und transportieren die kleine Alice in eine Fantasiewelt voller sprechender Lagerhaustürme.
Tom Sawyer & Huckleberry Finn & Sebastian Kurz
Die kleinen Racker Tom und Huckleberry wollen die Welt mit ihrem Floß bereisen. Doch an der Meeresküste wartet der böse Sebastian mit einer großen Steinschleuder.


HC-Bratschis Luftballon

Der böse HC Bratschi fliegt über strukturell schwache Gebiete und versucht, Arbeiter und Modernisierungsverlierer mit falschen Versprechungen und Schuldzuweisungen in seinen blauen Heißluftballon zu locken. Er lehnt sich jedoch zu weit hinaus und stürzt in ein Umfragetief.




Das Bürokratiedschungelbuch
Ein kleiner Bub wird von seinen Eltern mitten in einem Wiener Magistrat ausgesetzt. Der sympathische, adipöse Beamte Bernhard nimmt ihn unter seine Fittiche und zeigt ihm die Freuden des Nichtstuns und der Gemütlichkeit. Kann das Kind abgeschottet von der modernen Welt überleben, oder stirbt es vor Langeweile?
Doktor Doktor Hofrat Diplom-Ingenieur Dolittle
Der pragmatisierte Beamte Doktor Doktor Hofrat Diplom-Ingenieur Dolittle (37) genießt seine Pension und geht mit Freunden im Burgenland auf Gatterjagd.
Der Struwwel-Hans-Peter
SPÖ Presse und Kommunikation / Montage
Der burgenländische Taugenichts Hans-Peter kann das Lästern und Piesacken gegen seinen wehrlosen Klassenkameraden Christian nicht lassen.
Benjamin Blümelchen
Der Elefant Benjamin Blümelchen versucht sich als Kulturminister. Er selbst posaunt gerne hinaus, wie sehr er die Kultur liebt, denn er schmökert mal ausgiebige WhatsApp-Nachrichten oder schaut sich im Theater das Buffet an. Die Medienlandschaft ist für ihn ein Porzellanladen, in dem er gern ausgiebig herumtrampelt.
Wo die wilden Kerle wohnen
Der verhaltensauffällige, liebenswerte Bengel Robert L. will seinem Ziehvater Frank nicht mehr länger gehorchen. Er läuft deshalb von Zuhause weg und findet Unterschlupf bei einer Gruppe primitiver Wilder, der “FPÖ”. Sie haben Mitleid mit dem hilflosen Tölpel und nehmen ihn auf.
Die Kleine Raupe Nimmersatt

Die kleine Raupe Nimmersatt frisst sich durch BUWOG-Immobilien hindurch bis nach Liechtenstein. Wenn eine Raupe bereits jetzt so schön ist, wie wird sie dann wohl erst als Schmetterling aussehen?
Das fliegende Integrationsklassenzimmer
Der minderjährige unbegleitete Asylwerber Aarash wird von Polizeibeamten in Schubhaft genommen. Seine Klassenkollegen marschieren mit Schneebällen und Messern bewaffnet zur Justizanstalt, um ihn aus der Haft zu befreien. Um eine Massenprügelei zu vermeiden, beschließen die Schüler und die Beamten, den jeweils stärksten Kämpfer gegeneinander antreten zu lassen. Die Schüler verlieren jedoch, da die Polizei neue Taser hat, und die gesamte Klasse wird abgeschoben.

",Leben,2018-08-14 11:38:54,Reuters
97,"Erdogan ruft Türken auf, ab sofort fünfmal täglich in Richtung Wall Street zu beten","Der dramatische Lira-Verfall geht weiter. Jetzt greift Staatspräsident Recep Tayyip Erdogan zu drastischen Gegenmaßnahmen. Er fordert alle türkischen Staatsbürger auf, ab sofort fünfmal täglich in Richtung Wall Street zu beten. Kann das die Finanzmärkte besänftigen und den Währungscrash stoppen?
ANKARA – „Sie haben ihre Dollar, wir haben unseren Allah!“, verkündete Erdogan letzte Woche noch selbstbewusst. Doch die Gebete zeigten keine Wirkung: Mittlerweile gab auch Allah bekannt, dass er alle seine Lira-Ersparnisse in Zürich gegen US-Dollar umgetauscht hat. Die türkische Regierung ändert daher ihren Kurs und setzt alle Hoffnungen in Gebete direkt an die Finanzmärkte.
Fünfmal am Tag sollen türkische Staatsbürger ihren Gebetsteppich nicht mehr nach Mekka ausrichten, sondern nach Manhattan, und bei den Währungsspekulanten der Wall Street steigende Kurse erbitten.
Erdogan packt selbst an
Der türkische Staatspräsident selbst geht mit gutem Beispiel voran und fährt nebenberuflich jetzt mit dem Uber durch Istanbul. „Ich brauch dringend Geld. Das muss ja alles bezahlt werden“, erklärt Erdogan einem amerikanischen Fahrgast. „Meine Frau, mein Haus, mein Auto, meine repressive antidemokratische Staatsführung, meine Offshore-Schwarzgeldkonten.“


Österreich betroffen
Auch Türken im Ausland sind von der Krise im Heimatland betroffen. In einer Wiener Moschee unterbrach eine Kindergruppe heute ihre Kriegsspiele und stellte stattdessen eine Triple-A Bewertung der Ratingagentur Standard & Poor’s nach. „Wir befürchten das Schlimmste“, erklärt ein Sprecher von ATIB. „Wenn jetzt noch Strafzölle auf radikale Prediger kommen, sind wir ruiniert.“

",Welt,2018-08-13 11:34:59,Reuters
98,FPÖ mobilisiert Fans: Horst-Wessel-Lied verdrängt Ambros von Platz 1,"Nach seiner Kritik an der FPÖ wurde Wolfgang Ambros von seinen Unterstützern auf Platz 1 der Charts gehievt. Doch jetzt dreht die Partei das Blatt um. Mithilfe ihrer Fans gelang es den Freiheitlichen, Ambros’ Hit „Schifoan“ wieder von der Spitzenposition zu vertreiben, indem sie in Scharen das Horst-Wessel-Lied kaufen.
„Seit 05:45 wird auf iTunes zurückgekauft”, liefert FPÖ-Klubobmann Johann Gudenus einen ersten Zwischenstand der Aktion. „Das Horst-Wessel-Lied ist einfach ein cooler Sommerhit. Ich höre es abwechselnd mit Bella Ciao”, so Gudenus. Und fügt lachend hinzu: “Bella ciao, bella ciao, bella ciao, ciao, ciao!“
Chartstürmer
Außerdem plant die FPÖ, „Immer wieder Österreich“ von der John Otti Band auf Platz 2 und „Wir schaffen die siebte Million (DJ HC Ibiza House Extended Remix)“ aus dem kultigen Germania Liederbuch auf Platz 3 der Charts zu bringen.
Auf die Kritik, dass das Horst-Wessel-Lied laut § 3 Verbotsgesetz verboten ist, reagiert FPÖ-Generalsekretär Christian Hafenecker verschnupft. „Was da wieder von abgehalfterten Juristen an grotesken Gesetzen erfunden wird, zeigt wieder mal deutlich, wie nachwievor wie Menschen mit anderer Meinung diskriminiert werden.“


Unbeirrt
Auch Gudenus lässt sich nicht seinem Kurs abbringen lassen und wird auch künftig die Existenz des Verbotsgesetzes leugnen. „Alles, was Spaß macht, ist entweder unmoralisch, macht dick oder steht im Verbotsgesetz!“

",Leben,2018-08-10 12:36:45,Reuters
99,„Irrer Wahnsinn“: Doskozil warnt SPÖ vor sozialdemokratischer Politik,"Droht der SPÖ eine Rückbesinnung auf sozialdemokratische Werte? Davor warnt jetzt Hans Peter Doskozil, ideologischer Vordenker und Landesrat aus dem Burgenland. Er fordert die Parteispitze in der Wiener Löwelstraße auf, vernünftig zu werden und auf linke Politik künftig zu verzichten.
WIEN / EISENSTADT – Da die SPÖ-Spitze laut neuem Parteiprogramm auch weiterhin keine Flüchtlinge im Mittelmeer versenken will, steuert die Partei laut Doskozil unweigerlich auf den Untergang zu. „Wir brauchen keinen links-links versifften Gutmenschenkurs!“, erklärt der Burgenländer erbost und eröffnet die Obmanndebatte in der SPÖ. „Das Thema Asyltschuschen auszusparen, ist eine Frechheit von diesem Willkommensklatscher Kern und der Ruin der SPÖ!“
Wahlkampfmodus
Insidern zufolge plant Doskozil bereits eine Machtübernahme. Auch erste Slogans für den Wahlkampf hat der überzeugte Burgenländer bereits in dem internen Arbeitspapier mit dem Namen DOSKOZIEL an Parteikollegen übermittelt:
  


Alle guten Dinge sind drei
Politologe Peter Filzmaier sieht innenpolitische Umwälzungen auf Österreich zukommen: „Doskozil hat die Zeichen der Zeit erkannt. Denn was es jetzt neben der ÖVP und der FPÖ am dringendsten braucht, ist noch eine dritte Partei mit einem ausländerfeindlichen Kurs.“
Laut Filzmaier könnten der SPÖ dadurch aber alle liberalen und weltoffenen Wähler abhanden kommen. „Da sprechen wir durchaus von zweistelligen Wählerströmen. Also zehn, vielleicht zwanzig Wähler.“




Kein Kommentar von Kern
SPÖ-Parteichef Christian Kern wollte sich gegenüber der Tagespresse zu den Vorwürfen äußern. Die Tagespresse stand für ein Interview jedoch aus „terminlichen Gründen“ nicht zur Verfügung. Eine schriftliche Stellungnahme Kerns landete im Spam-Ordner, da sie als „unwichtig“ markiert wurde.

",Politik,2018-08-10 10:13:13,Reuters
100,Neue Sturmgewehre bewähren sich: Polizei stoppt erfolgreich Radfahrer ohne Reflektoren,"Laut war die Kritik an den 6.900 neuen Sturmgewehren für die Polizei. Doch ein aktueller Fahndungserfolg aus Wien-Neubau dürfte die Kritiker zum Schweigen bringen. Bikepolizisten gelang es mithilfe einer neuen Steyr AUG, einen Radfahrer ohne Reflektor zu stellen. Damit hat sich die Bewaffnung bereits jetzt bewährt.
9:46 Uhr, Mariahilferstraße – Mit zwei gezielten Schüssen in den Hinterreifen gelingt es Inspektor Thalmeier, die Zielperson zu Fall zu bringen. „Mit einem Reflektor wär des ned passiert, junger Mann”, sagt Thalmeier freundlich. „Wo wollns überhaupt hin um die Zeit? Rauschgift kaufen in einem geheimen Darknet-Geschäft?“ Er stellt dem Radfahrer noch ein Organmandat aus, bevor dieser in den Rettungshubschrauber eingeladen wird.
Polizei kritisiert Anarcho-Radler
Die Wiener Polizei sieht in den Radfahrern rücksichtslose Gefährder im Straßenverkehr, die sich an keinerlei Regeln halten, wie ein anderer Polizist erklärt, der gerade eine Studentin an den Haaren vom Rad zerrt. „Ned angegurtet, ka Blinker, kane Scheibenwischer. Naja Madamme, des mocht 949 Euro geradeaus.“
Trotz der Sturmgewehre ist die Lage in der Bundeshauptstadt weiter dramatisch. Erst gestern konnte Inspektor Thalmeier nicht verhindern, dass eine Radfahrerin bei einem Zusammenstoß mit einem Audi Q7 dem Fahrzeug einen drei Zentimeter langen Kratzer zufügte. „Natürlich machst dir Vorwürfe, wenn vor deinen Augen ein unschuldiges Auto verletzt wird”, seuzt der Inspektor, während er mit den Tränen kämpft.


Um 18 Uhr heißt es für Thalmeier endlich Dienstschluss. Doch Ausruhen will er sich noch lange nicht: „Der Gedanke an die vielen klingellosen Radler ohne Reflektoren auf unseren Straßen treibt mich an. Erst, wenn der letzte von ihnen aus dem Verkehr gezogen ist, kann ich wieder ruhig schlafen.“

",Politik,2018-08-09 13:03:57,Reuters
101,Diese Studien hält die Regierung ebenfalls unter Verschluss,"Die Bevölkerung darf nicht erfahren, zu welchem Ergebnis eine Studie über die Aktion 20.000 im Auftrag der Regierung gekommen ist. Laut Sozialministerin Beate Hartinger-Klein dient die Untersuchung nur der internen Verwendung. Doch dies war nicht die einzige Studie, die unter Verschluss bleibt. Die Tagespresse veröffentlicht weitere Untersuchungen, deren Ergebnis nie das Licht der Öffentlichkeit erblicken darf.
Auftraggeber: Bundeskanzler Sebastian Kurz
Historische Analyse: Was ist ein Austrofaschismus?
In der Historikerkommission: Armin Assinger, Richard Schmitt, Martin Ho
Auftraggeber: Innenminister Herbert Kickl
Empirische Studie: Kann das subjektive Sicherheitsgefühl der Bürger durch einen nuklearen Sprengkopf in jedem Streifenwagen erhöht werden?
Kosten: 24 Milliarden Euro für illegales Atomprogramm in den Hohen Tauern
Auftraggeber: Frauenministerin Juliane Bogner-Strauß
Kostenanalyse: Wie vielen Frauenvereinen muss die Förderung gekürzt werden, um die Aufklärungskampagnen “Gendern tötet!” und “Frauen zurück an den Herd” zu finanzieren?


Auftraggeber: Sozialministerin Beate Hartinger-Klein
Titel: Wie lang überlebt eine arme Familie mit einer Butter und einem Calippo Cola?
Ergebnis: Studie abgebrochen, 14 Tote.
Auftraggeber: Bildungsminister Heinz Faßmann
Titel: Wie war der PIN für meine Bürotür?
Auftragnehmer: Heinz Faßmann Institut für höhere und extrem hohe Studien
Ergebnis: Geburtsdatum von Heinz Faßmann




Auftraggeber: Verteidigungsminister Mario Kunasek
Titel: Gibt es einen Zusammenhang zwischen Schwuchtel sein und untauglich sein?
Zeitraum der Studie: 17 Spritzer
Auftraggeber: Kulturminister Gernot Blümel
Meinungsumfrage: Wird Gernot Blümel bereits als der größte Kunstkenner des Landes wahrgenommen?
Ergebnis: 74% Nein – 26% Hahahaahaagagagagaaja
Auftraggeber: Landwirtschaftsministerin Elisabeth Köstinger
Labortest: Auswirkungen des Klimawandels auf die Landwirtschaft – Bis zu welcher Temperatur können rumänische Erntehelfer im Freien eingesetzt werden?
Ergebnis: Möglich bis 89 Grad bei zehn Minuten Mittagspause
Auftraggeber: Vizekanzler Heinz-Christian Strache
Philosophische Abhandlung: Ist es moralisch vertretbar, dass Flüchtlinge Gratis-Abkühlung im Mittelmeer bekommen, während Österreicher schwitzen?
Denker: Horst Seehofer, Matteo Salvini und Anders Behring Breivik

",Politik,2018-08-08 14:48:32,Reuters
102,Chaos bei Wien-Konzert: Ed Sheeran verwirrt Fans mit unerwartetem zweiten Akkord,"Es sollte ein perfekter Konzertabend im Ernst-Happel-Stadion werden. Doch alles kam anders, als Ed Sheeran mehrere Fans mit einem unerwarteten zweiten Akkord überrumpelte. Der britische Superstar sorgte für Chaos und Verwirrung unter den Zusehern. 
„Zuerst hat er ganz normal ‘Nanana na na nanana’ gesungen“, erzählt die Wienerin Marlene (21) der Tagespresse. „Aber auf einmal singt er ‘Nanana oooh nanana’ in einer ur komischen Tonhöhe. Wo is’n der angrennt? Wenn ich extrem komplexe und anspruchsvolle Musik hören will, dreh ich Kronehit auf.“
Das Rote Kreuz behandelte mehrere Fans mit Verdacht auf Hörsturz und Schocksyndrom. Die Rettung gestaltet sich schwierig, schildert ein Sanitäter: „Die Lage ist fast so schlimm wie beim Großen Giftgasunfall von 2014, als Marco Wanda auf der Bühne seine Lederjacke ausgezogen hat.”
Wiedergutmachung
Nach dem misslungenen Auftritt verteidigt sich Ed Sheeran auf Twitter: „Ich wollte was komplett Neues probieren, einfach mal verrückt sein.“ Sein zweites Konzert diesen Abend spielt er zur Wiedergutmachung mit nur einer einzigen Tonhöhe, C.


Für die Fans kommt die Entschuldigung zu spät; viele stornieren ihre Eintrittskarten und bringen die Veranstalter unter Zugzwang. Aufgrund der vielen Rückgaben wird das zweite Konzert daher heute Abend vom Happel-Stadion ins Café Concerto am Wiener Gürtel verlegt.

",Leben,2018-08-08 10:07:25,Reuters
103,Bis zu 35 Grad: Tiere in Schönbrunn bekommen heute Hitzefrei,"Aufgrund der hohen Temperaturen will die Zooleitung des Tierparks Schönbrunn ihren Mitarbeitern den Aufenthalt im stickigen Gehege nicht mehr länger zumuten. Eisbären, Pumas und Co. bekommen heute daher Hitzefrei.
WIEN — „So, ab ins kühle Nass, raus mit euch und bis morgen“, lacht Tierpfleger Franz Gasperl, lässt die Königscobras aus dem Gehege und wünscht ihnen auf dem Weg ins Gänsehäufel einen schönen Tag.
Den freien Tag wollen die Tiere unterschiedlich verbringen, erzählt Gasperl: „Die Geparde haben gesagt, sie werden in Wien-Neubau ein paar frische Vegetarier fressen. Die Elefanten wollen im Gmundner Keramik Geschäft ein wenig shoppen. Und die Heuschrecken geben einen Fortbildungsworkshop an der WU.“
Direkt vor der Hartlauer-Filiale auf der Mariahilferstraße attackiert einer der Löwen einen Touristen. Hunderte Schaulustige filmen das Drama. „Damit wird unser Slogan ‚Tigern sie zum Löwen‘ endlich Wirklichkeit”, freut sich Unternehmer Robert Hartlauer über die große Aufmerksamkeit, während er das Blut von den Schaufenstern wischt.


Hitzefrei gilt nicht für alle
Obwohl es für die Wiener Fiakerpferde weiterhin Dienst nach Vorschrift heißt, sorgt man bei diesen tropischen Temperaturen vor. Ein Mitarbeiter der Stadt Wien erklärt: „Gegen die Hitze bekommen alle Fiakerkutscher von uns kühles Bier, Spritzer und Jägermeister gratis.“
Auch die Polizeipferde des Innenministeriums müssen laut Herbert Kickl (FPÖ) heute zur Schulung erscheinen: „Natürlich ist der aufgeheizte Beton ein Problem. Aber wir ziehen unseren Pferden als Schutz kleine Springerstiefel über die Hufe, das sollte reichen.“






",Leben,2018-08-07 11:26:28,Reuters
104,So überstehen Österreichs Promis die Hitzewelle,"Die Hitzewelle hat Österreich fest im Griff. Wie soll man die hohen Temperaturen nur überstehen? Die Tagespresse hat sich bei heimischen Promis umgehört. 
Heinz-Christian Strache versprüht mit einem Eurofighter Chemtrails, damit es über dem Volksgarten schneit.
Tom Turbo wendet erstmals Trick 137 an und fladert einen Ventilator aus dem Gerngross auf der Mariahilfer Straße.
Beate-Hartinger Klein besucht Alleinerzieherinnen in ganz Österreich, damit ihr Herz die Wohnungen auf angenehme minus 8 Grad abkühlt.


David Alaba entspannt im Schatten der Tujenhecke, die er auf seinem Kopf angepflanzt hat.
Steindy/CC BY-SA 3.0
Andre Heller lässt sich auf einer Sänfte aus Leopardenfell liegend rund um die Uhr von drei “Afrika, Afrika”-Darstellern mit Palmenblättern Luft zufächeln.




Christoph Schönborn relaxt im FKK-Bereich des Taufbeckens. Mehrere Touristen verlassen schwer traumatisiert den Stephansdom.
Hansi Hinterseer übernachtet bei dem Eisbären im Zoo Schönbrunn, aus dessen Fell seine Moonboots hergestellt wurden.
DJ Ötzi verbringt die Hitzewelle in der kühlen Wohnung seines Bruders Ötzi in Bozen.

Norbert Hofer fährt mit Tempo 159 zwischen Wien und Salzburg hin und her, um dem Klimawandel zu entkommen und den erfrischenden Fahrtwind zu genießen.
Michael Jeannée spaziert stark alkoholisiert und schreiend vom Heurigen nach Hause. Er wird mit einem Bademeister verwechselt und arbeitet jetzt im Krapfenwaldlbad.
Beate Meinl-Reisinger privatisiert zur Erfrischung zwölf Wasserbrunnen in Äthiopien.
Alexander Van der Bellen wechselt von Zigaretten auf eine edle Glas-Bong mit Vorlaufkühler.
Manfred Werner/Wikipedia, Montage
Rudi Roubinek erzählt sich selbst Witze, damit auch endlich ihm das Lachen einfriert.
Felix Baumgartner springt ohne Unterstützung durch Red Bull vom Drei-Meter-Brett und verfehlt das Becken. Tot!

Eva Glawischnig fährt zur Erholung und Abkühlung in den erfrischenden Norden und besucht die klimatisierte Admiral Sportsbar in Floridsdorf.

",Leben,2018-08-06 13:34:51,Reuters
105,Galerie: Für diese Einsatzlagen braucht die Polizei neue Sturmgewehre,"Die Polizei im drittsichersten Land der Welt erhält 6.500 neue Sturmgewehre. Auch normale Streifenwägen sollen künftig mit einer Steyr AUG A3 im Kofferraum durch Österreich rollen. Der Tagespresse-Sicherheitsexperte hat die potentiellen Einsatzlagen zusammengestellt, die den Einsatz eines Sturmgewehrs unumgänglich machen.

Für die Lagerung der Jause

Wenn die Kaffeemaschine im Revier wieder einmal spinnt

Für punktgenaues Zeigen, wenn Touristen nach dem Weg fragen

Für das Absichern gefährlicher Transitrouten

Als gemütliche Sitzgelegenheit

Zum Entschärfen von hoch brisanten Gefahrenstoffen

Als praktische Kommunikationshilfe im Falle von Sprachbarrieren
Im Einsatz gegen hochgefährliche Schwerverbrecher

",Leben,2018-08-03 11:40:43,Reuters
106,Die Google-Rezensionen der Politiker,"Jeder hinterlässt heutzutage seine Spuren im Internet – auch Österreichs Politiker. Die Tagespresse hat recherchiert, welche Rezensionen unsere heimischen Volksvertreter auf Google veröffentlicht haben.


",Politik,2018-08-02 13:17:57,Reuters
107,12 Stunden und 87 Sekunden Tag: Österreicher müssen durch Tempo 140 gewonnene Zeit im Job einarbeiten,"87 wertvolle Sekunden sparen Autofahrer auf der Strecke von Wien nach Salzburg dank Tempo 140. Doch was nur anfangen mit der neu gewonnenen Lebenszeit? Die Regierung beantwortet diese Frage und wird gleich nach der Sommerpause den 12-Stunden-und-87-Sekunden-Tag beschließen.
„Eine super Idee“, freut sich Pendler Rainhard Indrak (45) in einem Facetime-Interview mit der Tagespresse, während er mit seinem BMW X5 bei Tempo 140 mehrere Autos auf der A1 abdrängt. „Ich hab schon befürchtet, ich muss die neu gewonnenen 87 Sekunden Lebenszeit mit meinen Kindern verbringen.“
Wirtschaft jubelt
„Was gibt es Schöneres, als mit Tempo 140 der Hochkonjunktur entgegen zu brausen!“, freut sich auch Sebastian Kurz, Präsident der Industriellenvereinigung, und schlägt weitere Maßnahmen zur Effizienzsteigerung vor: „Sinnvoll wäre auch ein Verbot von Raststationen. Das spart locker noch einige Sekunden.“
„Tempo 140 ist natürlich nur eine unverbindliche Empfehlung”, fügt Kurz hinzu und weist auf die Toleranzgrenze beim Strafen hin. Die WKO arbeitet bereits am neuen Video „Wenn Werner aufs Gas drücken tut, dann gehts dem Chef gut“. Der Clip soll Angestellte musikalisch dazu animieren, immer mit 159 km/h ins Büro zu fahren und so 12 weitere Sekunden einzusparen.


Auch Zugpendler hoffen
Infrastrukturminister Norbert Hofer verspricht auch bei der ÖBB in Zukunft mehr Zeitersparnis. „Ich habe Oberleitungsschäden ja wirklich sehr, sehr gerne. Aber wir können den Österreichern diese Zugverspätungen nicht mehr länger zumuten. Viele Pendler müssen täglich bis zu drei Minuten länger im gemütlichen Zug sitzen, mal ruhig die Beine hochschlagen und in der Zeitung schmökern. Das macht mich sehr, sehr traurig.“
Hofer überlegt auch, mehrere Bim-Linien der Wiener Linien zu Hochgeschwindigkeitsstrecken auszubauen. „In Zukunft fahren Sie nicht mehr mit dem D-Wagen ins Büro, sondern mit dem D-Railjet.“






",Politik,2018-08-01 11:07:49,Reuters
108,Test: Sind Sie tauglich für das Bundesheer?,"Immer weniger junge Männer sind tauglich für den Grundwehrdienst. Das Bundesheer sucht händeringend nach neuen Rekruten. Würden Sie bei der Stellung bestehen?








1
Beim Bundesheer würde ich gerne folgende Tätigkeit ausführen: 






Schreiber 






Kiffer 






Hitler 






Zielscheibe 






2
Setzen Sie folgende Zahlenreihe logisch fort: 2 – 6 – 10 – 14 – 






2,3 Promille 






88 






Tempo 140 






Mathematik ist die Vergewaltigung des kreativ-philosophischen Geistes. 






3
Leiden Sie an chronischen Krankheiten? 






Nein, ich bin nicht schwul. 






Da muss ich erst die Stimmen in meinem Kopf fragen. 






Ausgeprägter Pazifismus 






Schwerste Minderwertigkeitskomplexe und vier verschiedene Persönlichkeitsstörungen, ideale Eignung für Offizierslaufbahn 






4
Was sehen Sie hier?  



 






Den Untergang des Abendlandes 






Keine Ahnung, aber ich möchte es gerne töten 






Einen schwarzen Afghanen 






Meine Mutter, deine Mutter und alle weiteren Mütter dieser Welt 






5
An der Staatsgrenze treffen Sie auf ein illegales Gsindl (Fachterminus: Ausländerer). Wie reagieren Sie? 






Ich schieße mit dem Gewehr Salut, klatsche ihm zu und winke ihn durch. 






Ich beginne mit der Integration und biete dem Muselmann einen Schluck von meiner Weinflasche an. 






Ich melde den Vorfall gemäß Vorschrift beim diensthabenden Chefredakteur der Kronen Zeitung. 






Ich erfülle meine Pflicht als Österreicher und tue so, als hätte ich nix gesehen. 






6
Haben Sie Erfahrungen mit bewusstseinserweiternden Substanzen gemacht? 






Ich lehne gefährliche Rauschgifte ab. Zum Glücklichsein reichen mir meine sieben Bierchen am Tag. 






Wo bin ich und warum wachsen Ihnen neon-grüne LKW-Anhänger aus den Ohren, Herr Majoran? 






Ich habe einmal mit 18 Jahren versehentlich Marihuana-Rauch in einer U-Bahnstation eingeatmet, sofort Selbstanzeige erstattet und mich freiwillig in die Entzugsklinik begeben. 






Ja, ich habe den Instagram-Account von Matthias Strolz bereits abonniert. 






7
Ein Puch Pinzgauer fährt mit 3 km/h von Wien nach Salzburg. Wann erreicht er sein Ziel? 






Sobald der Fahrer nicht mehr doppelt sieht und den Bäumen am Straßenrand wieder ausweicht. 






Gegenfrage: Darf er die tschechischen Autos im Stau vor sich wegfetzen? 






Kommt drauf an, wie schnell der ÖAMTC-Abschleppwagen fährt. 






Um 87 Sekunden früher, dank Herrn Verkehrsminister Ing. Norbert Hofer 






8
Beim Auslandseinsatz auf den Golan-Höhen beobachten Sie einen Hinterhalt. Wie reagieren Sie? 






Ich fertige ein Full-HD-Dolby-Surround Video an. 






Ich warte sechs Jahre und erzähle es dann dem Falter. 






Ich melden den Vorfall meinen Kameraden, damit niemand die geile Show verpasst. 






Als echter Österreicher würde ich niemals das Ausland betreten. 



 



Test: Sind Sie tauglich für das Bundesheer? 
Veröffentlicht am 01 Aug 2018



Ergebnis
Fliegertauglich

Gratulation! Sie gehören zu den 0,0001% aller Österreicher, die weniger als 12 Dioptrin haben und deren IQ höher ist als ihr Gewicht. Die Militärstreife ist bereits zu Ihnen unterwegs. Sie sind Österreichs letzte Hoffnung im Kampf gegen den Terror, den Teuro und die Sozialdemokratie. Sie werden morgen mit der Grundausbildung beginnen und schon bald in einem Eurofighter durch das Land fahren. Flieg Heil! 

Ergebnis teilen


Twitter

Facebook 




Ergebnis
Beschränkt tauglich

Sie kennen zwar alle militärischen Dienstgrade der Hitler-Wehrmacht auswendig und schaffen eine halbe Liegestütz am Stück, doch beim Psychotest sind sie leider durchgefallen. Sie dürfen im Bundesheer lediglich Tätigkeiten übernehmen, die keine geistigen Kompetenzen erfordern, z.B. Verteidigungsminister. 

Ergebnis teilen


Twitter

Facebook 




Ergebnis
Zivildiener

Anstatt sechs Monate lang Panzer zu putzen und leere Veltliner-Flaschen im Schützengraben zu verbuddeln, sind Sie nur für völlig sinnlose Dinge geeignet, wie etwa alten Menschen zu helfen oder Rettungsautos zu fahren. Dienstgrad: Oberschwuchtel! 

Ergebnis teilen


Twitter

Facebook 




Ergebnis
Kanonenfutter

Die massive Fettschicht, die Ihren Bauch umgibt, eignet sich bestens zum Auffangen von Bleigeschossen. In der Heereskantine fühlen Sie sich zu Hause und die Gulaschkanone ist Ihre stärkste Waffe! 

Ergebnis teilen


Twitter

Facebook 








",Quiz,2018-08-01 10:49:26,Reuters
109,"Rekordhitze: Ärzte warnen Alte, Kranke und Goths vor Aufenthalt im Freien","Die Hitzewelle erreicht Rekordniveau. Ärzte warnen Risikopersonen vor den Gefahren der tropischen Temperaturen. Vor allem Alte, Kranke und Goths sollen einen Aufenthalt im Freien unter allen Umständen vermeiden. 
„Wenn der Körper schon schwach ist, oder wenn man einfach einen dicken Ledermantel in der Mittagssonne trägt, drohen ernsthafte Gefahren“, erklärt ein Arzt vom AKH Wien. „Da kann der Körper schon mal Werte bis zu 70 Grad erreichen. Oder um es in der Sprache der Betroffenen zu sagen: Eine gefühlte Temperatur von Napalm Death.“
Vorbeugung wichtig
Bei Temperaturen über 30 Grad ist daher ausreichende Flüssigkeitszufuhr wichtig. Goths sollten laut Ärzten deshalb täglich mindestens zwei bis drei Liter Wieselburger zu sich nehmen.
Leichtere Kleidung zu tragen sei nicht möglich, wie uns Ernährungsberater und Cannibal Corpse-Fan Florian Glitzner (41) erklärt: „Wenn ich im pinken Lacoste Leiberl und Birkenstock beim Konzert aufkreuz, dann kollabier ich auch, aber mit der Faust vom Türsteher, wenn ihr wisst was ich meine.”


Aufregung ernst nehmen
Die Betroffenen selbst jedenfalls nehmen die Warnungen ernst: „So einen Sonnenstich brauch ich nicht“, warnt auch die Religionslehrerin und Satanistin Caro Mulle (37). „Ich will schließlich fit und gesund bleiben, damit ich noch viele Jahre voller Tatendrang all meinen Bekannten erklären kann, wie sinnlos und unnötig die menschliche Existenz ist.“

",Leben,2018-07-31 13:55:26,Reuters
